30.064951	31.279333
30.064917	31.279333
30.064917	31.279333
30.064966	31.279333
30.064983	31.279501
30.065001	31.279501
30.065083	31.279501
30.065083	31.279501
30.065117	31.279501
30.065134	31.279501
30.065117	31.279667
30.065083	31.279667
30.065067	31.279667
30.065067	31.279667
30.065067	31.279667
30.065083	31.279667
30.065100	31.279667
30.065100	31.279667
30.065117	31.279833
30.065117	31.279833
30.065117	31.279833
30.065117	31.279833
30.065117	31.279833
30.065117	31.279833
30.065117	31.279833
30.065117	31.279833
30.065100	31.279833
30.065100	31.279833
30.065083	31.279833
30.065083	31.279833
30.065083	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279667
30.065067	31.279667
30.065067	31.279667
30.065067	31.279667
30.065067	31.279667
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065067	31.279833
30.065050	31.279833
30.065050	31.279833
30.065050	31.279833
30.065050	31.279833
30.065050	31.279833
30.065050	31.279833
30.065050	31.279833
